year,month,source,fuel_type,emissions_tons
2021,8,industry,oil,807.21
2021,9,industry,oil,793.26
2021,10,industry,oil,926.48
2021,11,industry,oil,1024.77
2021,12,industry,oil,1139.22
2022,1,industry,oil,1079.66
2022,2,industry,oil,988.74
2022,3,industry,oil,1069.39
2022,4,industry,oil,1061.33
2022,5,industry,oil,1063.73
2022,6,industry,oil,1025.91
2022,7,industry,oil,976.3
2022,8,industry,oil,1041.7
2022,9,industry,oil,996.27
2022,10,industry,oil,1053.18
2022,11,industry,oil,1075.07
2022,12,industry,oil,1126.34
1987,1,other,oil,587.72
1987,2,other,oil,535.58
1987,3,other,oil,584.31
1987,4,other,oil,565.79
1987,5,other,oil,563.24
1987,6,other,oil,547.36
1987,7,other,oil,573.08
1987,8,other,oil,561.04
1987,9,other,oil,536.44
1987,10,other,oil,562.94
1987,11,other,oil,550.84
1987,12,other,oil,598.06
1988,1,other,oil,612.46
1988,2,other,oil,585.51
1988,3,other,oil,644.01
1988,4,other,oil,610.45
1988,5,other,oil,608.08
1988,6,other,oil,614.14
1988,7,other,oil,598.88
1988,8,other,oil,617.01
1988,9,other,oil,599.55
1988,10,other,oil,586.19
1988,11,other,oil,615.34
1988,12,other,oil,672.04
1989,1,other,oil,672.91
1989,2,other,oil,617.2
1989,3,other,oil,713.53
1989,4,other,oil,683.78
1989,5,other,oil,702.96
1989,6,other,oil,672.7
1989,7,other,oil,679.24
1989,8,other,oil,686.06
1989,9,other,oil,651.62
1989,10,other,oil,660.1
1989,11,other,oil,677.89
1989,12,other,oil,726.54
1990,1,other,oil,744.42
1990,2,other,oil,695.58
1990,3,other,oil,766.36
1990,4,other,oil,710.96
1990,5,other,oil,742.17
1990,6,other,oil,731.84
1990,7,other,oil,743.06
1990,8,other,oil,800.38
1990,9,other,oil,760.76
1990,10,other,oil,685.23
1990,11,other,oil,717.91
1990,12,other,oil,739.78
1991,1,other,oil,830.3
1991,2,other,oil,721.49
1991,3,other,oil,781.45
1991,4,other,oil,760.36
1991,5,other,oil,778.37
1991,6,other,oil,741.18
1991,7,other,oil,763.19
1991,8,other,oil,757.37
1991,9,other,oil,685.95
1991,10,other,oil,695.7
1991,11,other,oil,709.93
1991,12,other,oil,740.24
1992,1,other,oil,793.97
1992,2,other,oil,762.21
1992,3,other,oil,801.78
1992,4,other,oil,766.36
1992,5,other,oil,778.52
1992,6,other,oil,772.68
1992,7,other,oil,772.44
1992,8,other,oil,764.68
1992,9,other,oil,760.83
1992,10,other,oil,789.77
1992,11,other,oil,801.49
1992,12,other,oil,911.0
1993,1,other,oil,726.02
1993,2,other,oil,699.68
1993,3,other,oil,758.03
1993,4,other,oil,718.31
1993,5,other,oil,733.99
1993,6,other,oil,722.66
1993,7,other,oil,738.2
1993,8,other,oil,715.53
1993,9,other,oil,709.12
1993,10,other,oil,728.27
1993,11,other,oil,754.69
1993,12,other,oil,784.86
1994,1,other,oil,771.6
1994,2,other,oil,717.44
1994,3,other,oil,781.92
1994,4,other,oil,756.04
1994,5,other,oil,780.43
1994,6,other,oil,785.99
1994,7,other,oil,798.64
1994,8,other,oil,799.11
1994,9,other,oil,771.42
1994,10,other,oil,801.22
1994,11,other,oil,818.11
1994,12,other,oil,867.85
1995,1,other,oil,760.43
1995,2,other,oil,716.01
1995,3,other,oil,812.53
1995,4,other,oil,759.62
1995,5,other,oil,831.29
1995,6,other,oil,803.12
1995,7,other,oil,788.28
1995,8,other,oil,802.66
1995,9,other,oil,744.1
1995,10,other,oil,785.93
1995,11,other,oil,798.69
1995,12,other,oil,833.44
1996,1,other,oil,861.8
1996,2,other,oil,851.97
1996,3,other,oil,900.62
1996,4,other,oil,862.28
1996,5,other,oil,914.16
1996,6,other,oil,910.11
1996,7,other,oil,933.6
1996,8,other,oil,933.82
1996,9,other,oil,861.31
1996,10,other,oil,897.87
1996,11,other,oil,886.76
1996,12,other,oil,929.76
1997,1,other,oil,961.5
1997,2,other,oil,871.02
1997,3,other,oil,980.51
1997,4,other,oil,925.6
1997,5,other,oil,992.73
1997,6,other,oil,940.38
1997,7,other,oil,949.5
1997,8,other,oil,906.55
1997,9,other,oil,861.85
1997,10,other,oil,836.91
1997,11,other,oil,776.98
1997,12,other,oil,859.18
1998,1,other,oil,1122.92
1998,2,other,oil,1011.54
1998,3,other,oil,1139.56
1998,4,other,oil,1074.76
1998,5,other,oil,1107.27
1998,6,other,oil,1073.28
1998,7,other,oil,1047.75
1998,8,other,oil,1046.7
1998,9,other,oil,1045.94
1998,10,other,oil,1079.65
1998,11,other,oil,1015.18
1998,12,other,oil,1129.63
1999,1,other,oil,1127.82
1999,2,other,oil,1075.7
1999,3,other,oil,1212.05
1999,4,other,oil,1136.85
1999,5,other,oil,1138.05
1999,6,other,oil,1159.45
1999,7,other,oil,1213.15
1999,8,other,oil,1176.05
1999,9,other,oil,1110.79
1999,10,other,oil,1068.17
1999,11,other,oil,1129.98
1999,12,other,oil,1235.12
2000,1,other,oil,1158.1
2000,2,other,oil,1083.81
2000,3,other,oil,1171.93
2000,4,other,oil,1127.83
2000,5,other,oil,1195.22
2000,6,other,oil,1113.33
2000,7,other,oil,1105.5
2000,8,other,oil,1158.69
2000,9,other,oil,1050.02
2000,10,other,oil,1058.66
2000,11,other,oil,1102.75
2000,12,other,oil,1176.59
2001,1,other,oil,1159.4
2001,2,other,oil,1082.75
2001,3,other,oil,1178.43
2001,4,other,oil,1164.26
2001,5,other,oil,1173.53
2001,6,other,oil,1146.99
2001,7,other,oil,1156.69
2001,8,other,oil,1163.29
2001,9,other,oil,1092.89
2001,10,other,oil,1128.55
2001,11,other,oil,1147.54
2001,12,other,oil,1251.36
2002,1,other,oil,1241.81
2002,2,other,oil,1127.69
2002,3,other,oil,1255.12
2002,4,other,oil,1201.41
2002,5,other,oil,1245.31
2002,6,other,oil,1184.51
2002,7,other,oil,1250.66
2002,8,other,oil,1270.96
2002,9,other,oil,1141.65
2002,10,other,oil,1199.47
2002,11,other,oil,1216.89
2002,12,other,oil,1287.63
2003,1,other,oil,1338.33
2003,2,other,oil,1172.44
2003,3,other,oil,1322.21
2003,4,other,oil,1261.2
2003,5,other,oil,1316.34
2003,6,other,oil,1274.59
2003,7,other,oil,1294.58
2003,8,other,oil,1299.26
2003,9,other,oil,1256.46
2003,10,other,oil,1286.97
2003,11,other,oil,1322.49
2003,12,other,oil,1455.53
2004,1,other,oil,1344.6
2004,2,other,oil,1317.27
2004,3,other,oil,1400.52
2004,4,other,oil,1301.49
2004,5,other,oil,1358.29
2004,6,other,oil,1292.71
2004,7,other,oil,1327.28
2004,8,other,oil,1347.7
2004,9,other,oil,1327.29
2004,10,other,oil,1420.21
2004,11,other,oil,1433.02
2004,12,other,oil,1506.62
2005,1,other,oil,1341.27
2005,2,other,oil,1289.23
2005,3,other,oil,1405.57
2005,4,other,oil,1309.89
2005,5,other,oil,1378.4
2005,6,other,oil,1335.35
2005,7,other,oil,1217.43
2005,8,other,oil,1291.77
2005,9,other,oil,1169.44
2005,10,other,oil,1192.8
2005,11,other,oil,1219.43
2005,12,other,oil,1331.29
2006,1,other,oil,1382.67
2006,2,other,oil,1302.31
2006,3,other,oil,1455.66
2006,4,other,oil,1333.99
2006,5,other,oil,1408.06
2006,6,other,oil,1315.31
2006,7,other,oil,1314.78
2006,8,other,oil,1338.66
2006,9,other,oil,1272.68
2006,10,other,oil,1313.99
2006,11,other,oil,1367.29
2006,12,other,oil,1423.3
2007,1,other,oil,1466.3
2007,2,other,oil,1341.62
2007,3,other,oil,1502.1
2007,4,other,oil,1385.21
2007,5,other,oil,1406.7
2007,6,other,oil,1408.2
2007,7,other,oil,1380.38
2007,8,other,oil,1448.5
2007,9,other,oil,1343.73
2007,10,other,oil,1414.29
2007,11,other,oil,1446.01
2007,12,other,oil,1476.13
2008,1,other,oil,1552.16
2008,2,other,oil,1436.14
2008,3,other,oil,1572.26
2008,4,other,oil,1509.31
2008,5,other,oil,1503.3
2008,6,other,oil,1371.77
2008,7,other,oil,1351.28
2008,8,other,oil,1390.78
2008,9,other,oil,1348.69
2008,10,other,oil,1434.75
2008,11,other,oil,1409.62
2008,12,other,oil,1562.63
2009,1,other,oil,1597.89
2009,2,other,oil,1365.82
2009,3,other,oil,1526.21
2009,4,other,oil,1476.0
2009,5,other,oil,1540.76
2009,6,other,oil,1429.82
2009,7,other,oil,1469.74
2009,8,other,oil,1461.34
2009,9,other,oil,1424.42
2009,10,other,oil,1493.75
2009,11,other,oil,1470.93
2009,12,other,oil,1655.51
2010,1,other,oil,1567.14
2010,2,other,oil,1518.38
2010,3,other,oil,1658.46
2010,4,other,oil,1535.41
2010,5,other,oil,1569.8
2010,6,other,oil,1532.96
2010,7,other,oil,1573.43
2010,8,other,oil,1518.03
2010,9,other,oil,1485.17
2010,10,other,oil,1519.26
2010,11,other,oil,1608.96
2010,12,other,oil,1692.02
2011,1,other,oil,1654.3
2011,2,other,oil,1521.51
2011,3,other,oil,1719.41
2011,4,other,oil,1667.04
2011,5,other,oil,1695.39
2011,6,other,oil,1647.1
2011,7,other,oil,1626.11
2011,8,other,oil,1671.46
2011,9,other,oil,1620.52
2011,10,other,oil,1608.42
2011,11,other,oil,1605.59
2011,12,other,oil,1845.22
2012,1,other,oil,1731.03
2012,2,other,oil,1694.32
2012,3,other,oil,1850.38
2012,4,other,oil,1764.79
2012,5,other,oil,1850.69
2012,6,other,oil,1767.62
2012,7,other,oil,1759.61
2012,8,other,oil,1792.49
2012,9,other,oil,1694.19
2012,10,other,oil,1800.52
2012,11,other,oil,1820.76
2012,12,other,oil,1908.83
2013,1,other,oil,1860.21
2013,2,other,oil,1611.39
2013,3,other,oil,1732.32
2013,4,other,oil,1633.76
2013,5,other,oil,1729.78
2013,6,other,oil,1569.45
2013,7,other,oil,1625.82
2013,8,other,oil,1612.52
2013,9,other,oil,1493.33
2013,10,other,oil,1601.3
2013,11,other,oil,1630.64
2013,12,other,oil,1705.01
2014,1,other,oil,1734.13
2014,2,other,oil,1569.24
2014,3,other,oil,1687.06
2014,4,other,oil,1606.73
2014,5,other,oil,1670.49
2014,6,other,oil,1516.51
2014,7,other,oil,1558.85
2014,8,other,oil,1532.87
2014,9,other,oil,1501.09
2014,10,other,oil,1553.07
2014,11,other,oil,1558.3
2014,12,other,oil,1705.75
2015,1,other,oil,1677.57
2015,2,other,oil,1552.38
2015,3,other,oil,1679.86
2015,4,other,oil,1608.47
2015,5,other,oil,1655.15
2015,6,other,oil,1577.54
2015,7,other,oil,1599.52
2015,8,other,oil,1587.09
2015,9,other,oil,1509.88
2015,10,other,oil,1587.53
2015,11,other,oil,1611.12
2015,12,other,oil,1762.0
2016,1,other,oil,1366.75
2016,2,other,oil,1346.15
2016,3,other,oil,1406.73
2016,4,other,oil,1306.38
2016,5,other,oil,1369.6
2016,6,other,oil,1309.17
2016,7,other,oil,1292.91
2016,8,other,oil,1331.21
2016,9,other,oil,1284.57
2016,10,other,oil,1277.32
2016,11,other,oil,1346.38
2016,12,other,oil,1442.45
2017,1,other,oil,1253.59
2017,2,other,oil,1207.01
2017,3,other,oil,1332.5
2017,4,other,oil,1199.46
2017,5,other,oil,1279.68
2017,6,other,oil,1240.19
2017,7,other,oil,1220.42
2017,8,other,oil,1249.99
2017,9,other,oil,1212.17
2017,10,other,oil,1199.46
2017,11,other,oil,1261.68
2017,12,other,oil,1339.4
2018,1,other,oil,1380.35
2018,2,other,oil,1295.63
2018,3,other,oil,1420.24
2018,4,other,oil,1310.4
2018,5,other,oil,1340.24
2018,6,other,oil,1291.31
2018,7,other,oil,1275.88
2018,8,other,oil,1326.19
2018,9,other,oil,1234.38
2018,10,other,oil,1297.59
2018,11,other,oil,1332.73
2018,12,other,oil,1397.2
2019,1,other,oil,1394.24
2019,2,other,oil,1276.32
2019,3,other,oil,1398.93
2019,4,other,oil,1314.04
2019,5,other,oil,1362.36
2019,6,other,oil,1295.2
2019,7,other,oil,1337.44
2019,8,other,oil,1323.63
2019,9,other,oil,1251.68
2019,10,other,oil,1321.54
2019,11,other,oil,1335.52
2019,12,other,oil,1373.58
2020,1,other,oil,1186.68
2020,2,other,oil,1114.27
2020,3,other,oil,1145.39
2020,4,other,oil,1001.73
2020,5,other,oil,1073.23
2020,6,other,oil,1071.4
2020,7,other,oil,1122.97
2020,8,other,oil,1120.96
2020,9,other,oil,1100.65
2020,10,other,oil,1098.37
2020,11,other,oil,1136.01
2020,12,other,oil,1187.73
2021,1,other,oil,1058.76
2021,2,other,oil,1044.22
2021,3,other,oil,1161.27
2021,4,other,oil,1045.59
2021,5,other,oil,1026.25
2021,6,other,oil,1015.83
2021,7,other,oil,973.51
2021,8,other,oil,956.09
2021,9,other,oil,964.41
2021,10,other,oil,1035.95
2021,11,other,oil,1129.44
2021,12,other,oil,1237.23
2022,1,other,oil,1197.15
2022,2,other,oil,1100.24
2022,3,other,oil,1202.75
2022,4,other,oil,1168.17
2022,5,other,oil,1138.65
2022,6,other,oil,1110.32
2022,7,other,oil,1070.81
2022,8,other,oil,1134.95
2022,9,other,oil,1070.1
2022,10,other,oil,1138.38
2022,11,other,oil,1161.45
2022,12,other,oil,1222.93
1987,1,industry,coal,190.5
1987,2,industry,coal,280.42
1987,3,industry,coal,143.21
1987,4,industry,coal,186.45
1987,5,industry,coal,273.05
1987,6,industry,coal,189.94
1987,7,industry,coal,427.81
1987,8,industry,coal,195.91
1987,9,industry,coal,187.8
1987,10,industry,coal,247.81
1987,11,industry,coal,282.59
1987,12,industry,coal,334.56
1988,1,industry,coal,338.65
1988,2,industry,coal,253.72
1988,3,industry,coal,358.01
1988,4,industry,coal,365.11
1988,5,industry,coal,377.82
1988,6,industry,coal,235.36
1988,7,industry,coal,324.43
1988,8,industry,coal,232.51
1988,9,industry,coal,223.13
1988,10,industry,coal,346.53
1988,11,industry,coal,234.93
1988,12,industry,coal,303.22
1989,1,industry,coal,483.4
1989,2,industry,coal,383.64
1989,3,industry,coal,466.56
1989,4,industry,coal,268.33
1989,5,industry,coal,351.47
1989,6,industry,coal,520.64
1989,7,industry,coal,379.48
1989,8,industry,coal,414.74
1989,9,industry,coal,317.88
1989,10,industry,coal,351.07
1989,11,industry,coal,452.22
1989,12,industry,coal,425.71
1990,1,industry,coal,504.63
1990,2,industry,coal,420.51
1990,3,industry,coal,508.21
1990,4,industry,coal,462.86
1990,5,industry,coal,562.8
1990,6,industry,coal,655.24
1990,7,industry,coal,413.55
1990,8,industry,coal,446.85
1990,9,industry,coal,471.58
1990,10,industry,coal,507.12
1990,11,industry,coal,605.88
1990,12,industry,coal,597.73
1991,1,industry,coal,579.16
1991,2,industry,coal,491.99
1991,3,industry,coal,553.12
1991,4,industry,coal,535.6
1991,5,industry,coal,543.39
1991,6,industry,coal,577.5
1991,7,industry,coal,585.85
1991,8,industry,coal,533.55
1991,9,industry,coal,560.74
1991,10,industry,coal,503.61
1991,11,industry,coal,699.14
1991,12,industry,coal,732.02
1992,1,industry,coal,656.11
1992,2,industry,coal,638.23
1992,3,industry,coal,641.13
1992,4,industry,coal,511.54
1992,5,industry,coal,638.62
1992,6,industry,coal,689.32
1992,7,industry,coal,596.66
1992,8,industry,coal,486.38
1992,9,industry,coal,733.77
1992,10,industry,coal,717.56
1992,11,industry,coal,673.41
1992,12,industry,coal,678.29
1993,1,industry,coal,747.39
1993,2,industry,coal,774.12
1993,3,industry,coal,881.47
1993,4,industry,coal,810.49
1993,5,industry,coal,870.51
1993,6,industry,coal,945.85
1993,7,industry,coal,917.5
1993,8,industry,coal,950.54
1993,9,industry,coal,1091.85
1993,10,industry,coal,891.8
1993,11,industry,coal,1124.93
1993,12,industry,coal,959.29
1994,1,industry,coal,1262.05
1994,2,industry,coal,952.81
1994,3,industry,coal,1090.3
1994,4,industry,coal,1150.48
1994,5,industry,coal,1120.37
1994,6,industry,coal,1106.39
1994,7,industry,coal,1046.24
1994,8,industry,coal,1252.11
1994,9,industry,coal,1193.79
1994,10,industry,coal,1179.63
1994,11,industry,coal,1221.79
1994,12,industry,coal,1241.49
1995,1,industry,coal,1460.74
1995,2,industry,coal,1320.79
1995,3,industry,coal,1272.84
1995,4,industry,coal,1316.43
1995,5,industry,coal,1274.73
1995,6,industry,coal,1345.05
1995,7,industry,coal,1492.82
1995,8,industry,coal,1379.46
1995,9,industry,coal,1389.53
1995,10,industry,coal,1152.57
1995,11,industry,coal,1270.96
1995,12,industry,coal,1294.2
1996,1,industry,coal,1487.06
1996,2,industry,coal,1540.5
1996,3,industry,coal,1586.68
1996,4,industry,coal,1607.11
1996,5,industry,coal,1181.43
1996,6,industry,coal,1561.34
1996,7,industry,coal,1707.55
1996,8,industry,coal,1588.7
1996,9,industry,coal,1651.67
1996,10,industry,coal,1638.33
1996,11,industry,coal,1614.94
1996,12,industry,coal,2105.89
1997,1,industry,coal,1620.67
1997,2,industry,coal,1683.45
1997,3,industry,coal,1622.06
1997,4,industry,coal,1594.44
1997,5,industry,coal,1393.81
1997,6,industry,coal,1638.98
1997,7,industry,coal,1454.87
1997,8,industry,coal,1898.88
1997,9,industry,coal,1361.64
1997,10,industry,coal,1473.77
1997,11,industry,coal,1594.32
1997,12,industry,coal,1419.02
1998,1,industry,coal,940.89
1998,2,industry,coal,941.28
1998,3,industry,coal,1109.73
1998,4,industry,coal,1410.65
1998,5,industry,coal,1603.53
1998,6,industry,coal,1174.99
1998,7,industry,coal,1037.75
1998,8,industry,coal,1321.62
1998,9,industry,coal,1357.26
1998,10,industry,coal,1105.91
1998,11,industry,coal,1058.66
1998,12,industry,coal,1045.91
1999,1,industry,coal,1160.26
1999,2,industry,coal,1573.14
1999,3,industry,coal,1462.33
1999,4,industry,coal,1979.78
1999,5,industry,coal,1314.9
1999,6,industry,coal,1380.76
1999,7,industry,coal,1232.97
1999,8,industry,coal,1612.79
1999,9,industry,coal,997.0
1999,10,industry,coal,1058.96
1999,11,industry,coal,693.61
1999,12,industry,coal,504.36
2000,1,industry,coal,1211.49
2000,2,industry,coal,1244.99
2000,3,industry,coal,1315.36
2000,4,industry,coal,1064.11
2000,5,industry,coal,777.95
2000,6,industry,coal,1186.11
2000,7,industry,coal,1084.39
2000,8,industry,coal,1377.6
2000,9,industry,coal,1447.3
2000,10,industry,coal,635.77
2000,11,industry,coal,616.0
2000,12,industry,coal,817.91
2001,1,industry,coal,659.23
2001,2,industry,coal,950.05
2001,3,industry,coal,999.5
2001,4,industry,coal,1080.72
2001,5,industry,coal,1245.43
2001,6,industry,coal,729.05
2001,7,industry,coal,1559.88
2001,8,industry,coal,1553.03
2001,9,industry,coal,1667.28
2001,10,industry,coal,1003.25
2001,11,industry,coal,1300.75
2001,12,industry,coal,1487.49
2002,1,industry,coal,2057.54
2002,2,industry,coal,1356.4
2002,3,industry,coal,1428.24
2002,4,industry,coal,1345.3
2002,5,industry,coal,1587.71
2002,6,industry,coal,1607.45
2002,7,industry,coal,1462.58
2002,8,industry,coal,1476.46
2002,9,industry,coal,1479.2
2002,10,industry,coal,1325.14
2002,11,industry,coal,881.87
2002,12,industry,coal,1258.51
2003,1,industry,coal,2191.02
2003,2,industry,coal,1535.49
2003,3,industry,coal,1759.56
2003,4,industry,coal,1316.96
2003,5,industry,coal,1433.5
2003,6,industry,coal,1300.07
2003,7,industry,coal,912.17
2003,8,industry,coal,1285.33
2003,9,industry,coal,1762.52
2003,10,industry,coal,1569.25
2003,11,industry,coal,1463.43
2003,12,industry,coal,1452.74
2004,1,industry,coal,1735.8
2004,2,industry,coal,1754.16
2004,3,industry,coal,1992.02
2004,4,industry,coal,1829.58
2004,5,industry,coal,2001.87
2004,6,industry,coal,1947.01
2004,7,industry,coal,1758.46
2004,8,industry,coal,1793.7
2004,9,industry,coal,1757.11
2004,10,industry,coal,1669.41
2004,11,industry,coal,1757.67
2004,12,industry,coal,1729.41
2005,1,industry,coal,2219.81
2005,2,industry,coal,2089.5
2005,3,industry,coal,2507.59
2005,4,industry,coal,2228.87
2005,5,industry,coal,2321.06
2005,6,industry,coal,2142.53
2005,7,industry,coal,2116.77
2005,8,industry,coal,1926.61
2005,9,industry,coal,2067.34
2005,10,industry,coal,1978.84
2005,11,industry,coal,1941.69
2005,12,industry,coal,2026.13
2006,1,industry,coal,2051.45
2006,2,industry,coal,2235.68
2006,3,industry,coal,2384.59
2006,4,industry,coal,1867.49
2006,5,industry,coal,1925.51
2006,6,industry,coal,1988.23
2006,7,industry,coal,1921.83
2006,8,industry,coal,1901.16
2006,9,industry,coal,1933.84
2006,10,industry,coal,1964.48
2006,11,industry,coal,1903.65
2006,12,industry,coal,2512.58
2007,1,industry,coal,2462.0
2007,2,industry,coal,2135.11
2007,3,industry,coal,2305.29
2007,4,industry,coal,2634.93
2007,5,industry,coal,1792.04
2007,6,industry,coal,1714.33
2007,7,industry,coal,2134.96
2007,8,industry,coal,2763.57
2007,9,industry,coal,1767.75
2007,10,industry,coal,2112.6
2007,11,industry,coal,2120.85
2007,12,industry,coal,2409.47
2008,1,industry,coal,2572.08
2008,2,industry,coal,2494.99
2008,3,industry,coal,2534.08
2008,4,industry,coal,2548.48
2008,5,industry,coal,2585.5
2008,6,industry,coal,2702.68
2008,7,industry,coal,2644.73
2008,8,industry,coal,2487.54
2008,9,industry,coal,2485.59
2008,10,industry,coal,2494.3
2008,11,industry,coal,2226.05
2008,12,industry,coal,2068.3
2009,1,industry,coal,2195.69
2009,2,industry,coal,2207.44
2009,3,industry,coal,2299.86
2009,4,industry,coal,2866.19
2009,5,industry,coal,2732.78
2009,6,industry,coal,2975.09
2009,7,industry,coal,2786.55
2009,8,industry,coal,2686.66
2009,9,industry,coal,2749.1
2009,10,industry,coal,2338.0
2009,11,industry,coal,2679.91
2009,12,industry,coal,2951.98
2010,1,industry,coal,2326.14
2010,2,industry,coal,2245.0
2010,3,industry,coal,2918.71
2010,4,industry,coal,2887.78
2010,5,industry,coal,2887.59
2010,6,industry,coal,2967.84
2010,7,industry,coal,2897.14
2010,8,industry,coal,2705.15
2010,9,industry,coal,2846.97
2010,10,industry,coal,2626.57
2010,11,industry,coal,2891.87
2010,12,industry,coal,2512.21
2011,1,industry,coal,2686.55
2011,2,industry,coal,2694.83
2011,3,industry,coal,2911.27
2011,4,industry,coal,2735.76
2011,5,industry,coal,2714.66
2011,6,industry,coal,2744.27
2011,7,industry,coal,2578.7
2011,8,industry,coal,2890.56
2011,9,industry,coal,2748.06
2011,10,industry,coal,2555.55
2011,11,industry,coal,2147.3
2011,12,industry,coal,2244.15
2012,1,industry,coal,2114.92
2012,2,industry,coal,2162.92
2012,3,industry,coal,2302.61
2012,4,industry,coal,2385.17
2012,5,industry,coal,2528.4
2012,6,industry,coal,2370.79
2012,7,industry,coal,2832.23
2012,8,industry,coal,2735.2
2012,9,industry,coal,2603.67
2012,10,industry,coal,2796.23
2012,11,industry,coal,2717.6
2012,12,industry,coal,2654.26
2013,1,industry,coal,1957.47
2013,2,industry,coal,1906.76
2013,3,industry,coal,2052.09
2013,4,industry,coal,2190.79
2013,5,industry,coal,2357.67
2013,6,industry,coal,2439.32
2013,7,industry,coal,2521.9
2013,8,industry,coal,2467.75
2013,9,industry,coal,2380.25
2013,10,industry,coal,2561.89
2013,11,industry,coal,2456.2
2013,12,industry,coal,2478.87
2014,1,industry,coal,2337.03
2014,2,industry,coal,2459.3
2014,3,industry,coal,2411.66
2014,4,industry,coal,2823.35
2014,5,industry,coal,3155.81
2014,6,industry,coal,2814.94
2014,7,industry,coal,3034.61
2014,8,industry,coal,2808.77
2014,9,industry,coal,3145.07
2014,10,industry,coal,3199.73
2014,11,industry,coal,2793.0
2014,12,industry,coal,3153.31
2015,1,industry,coal,3053.04
2015,2,industry,coal,3120.22
2015,3,industry,coal,3180.63
2015,4,industry,coal,2970.0
2015,5,industry,coal,2758.11
2015,6,industry,coal,3059.47
2015,7,industry,coal,2903.39
2015,8,industry,coal,2756.77
2015,9,industry,coal,2901.01
2015,10,industry,coal,2906.86
2015,11,industry,coal,3058.28
2015,12,industry,coal,3557.25
2016,1,industry,coal,3319.36
2016,2,industry,coal,3194.44
2016,3,industry,coal,2930.8
2016,4,industry,coal,2674.98
2016,5,industry,coal,3007.53
2016,6,industry,coal,2852.36
2016,7,industry,coal,2969.33
2016,8,industry,coal,2945.37
2016,9,industry,coal,2690.72
2016,10,industry,coal,2836.62
2016,11,industry,coal,2841.23
2016,12,industry,coal,2804.3
2017,1,industry,coal,3061.41
2017,2,industry,coal,3150.02
2017,3,industry,coal,3427.88
2017,4,industry,coal,3201.39
2017,5,industry,coal,2812.19
2017,6,industry,coal,3335.94
2017,7,industry,coal,2962.11
2017,8,industry,coal,3099.06
2017,9,industry,coal,3096.98
2017,10,industry,coal,3121.38
2017,11,industry,coal,3050.97
2017,12,industry,coal,2846.79
2018,1,industry,coal,4002.95
2018,2,industry,coal,3266.97
2018,3,industry,coal,4201.17
2018,4,industry,coal,3288.22
2018,5,industry,coal,2917.91
2018,6,industry,coal,3733.36
2018,7,industry,coal,3676.37
2018,8,industry,coal,3653.56
2018,9,industry,coal,3588.06
2018,10,industry,coal,3399.88
2018,11,industry,coal,3086.17
2018,12,industry,coal,2969.53
2019,1,industry,coal,2838.04
2019,2,industry,coal,2430.82
2019,3,industry,coal,3176.64
2019,4,industry,coal,3196.88
2019,5,industry,coal,2969.57
2019,6,industry,coal,2755.55
2019,7,industry,coal,3090.99
2019,8,industry,coal,3231.29
2019,9,industry,coal,2904.95
2019,10,industry,coal,2871.72
2019,11,industry,coal,2816.45
2019,12,industry,coal,2810.59
2020,1,industry,coal,3384.66
2020,2,industry,coal,3056.5
2020,3,industry,coal,2922.97
2020,4,industry,coal,2906.53
2020,5,industry,coal,3087.22
2020,6,industry,coal,3036.49
2020,7,industry,coal,3063.03
2020,8,industry,coal,3129.18
2020,9,industry,coal,3491.64
2020,10,industry,coal,3555.88
2020,11,industry,coal,3885.92
2020,12,industry,coal,3832.18
2021,1,industry,coal,3545.89
2021,2,industry,coal,3074.21
2021,3,industry,coal,3614.05
2021,4,industry,coal,3529.89
2021,5,industry,coal,3588.93
2021,6,industry,coal,3558.46
2021,7,industry,coal,3595.92
2021,8,industry,coal,3725.42
2021,9,industry,coal,3611.05
2021,10,industry,coal,2902.65
2021,11,industry,coal,3195.18
2021,12,industry,coal,3633.83
2022,1,industry,coal,3071.59
2022,2,industry,coal,2773.99
2022,3,industry,coal,3029.42
2022,4,industry,coal,3097.79
2022,5,industry,coal,3173.53
2022,6,industry,coal,3079.23
2022,7,industry,coal,2756.29
2022,8,industry,coal,2777.48
2022,9,industry,coal,2636.28
2022,10,industry,coal,2642.42
2022,11,industry,coal,2505.56
2022,12,industry,coal,2665.91
2001,1,transport,natural_gas,0.43
2001,2,transport,natural_gas,0.45
2001,3,transport,natural_gas,0.39
2001,4,transport,natural_gas,0.44
2001,5,transport,natural_gas,0.56
2001,6,transport,natural_gas,0.48
2001,7,transport,natural_gas,0.5
2001,8,transport,natural_gas,0.48
2001,9,transport,natural_gas,0.45
2001,10,transport,natural_gas,0.48
